Source:|EM-DAT, CRED / UCLouvain, Brussels, Belgium||||||||||||||||||||||||||||||||||||||||||||||||
|www.emdat.be||||||||||||||||||||||||||||||||||||||||||||||||
Version:|2023-02-11||||||||||||||||||||||||||||||||||||||||||||||||
File creation:|Sat, 11 Feb 2023 21:46:18 CET||||||||||||||||||||||||||||||||||||||||||||||||
Table type:|Custom request||||||||||||||||||||||||||||||||||||||||||||||||
# of records:|2361||||||||||||||||||||||||||||||||||||||||||||||||
Dis No|Year|Seq|Glide|Disaster Group|Disaster Subgroup|Disaster Type|Disaster Subtype|Disaster Subsubtype|Event Name|Country|ISO|Region|Continent|Location|Origin|Associated Dis|Associated Dis2|OFDA Response|Appeal|Declaration|'AID Contribution (''000 US$)'|Dis Mag Value|Dis Mag Scale|Latitude|Longitude|Local Time|River Basin|Start Year|Start Month|Start Day|End Year|End Month|End Day|Total Deaths|No Injured|No Affected|No Homeless|Total Affected|'Reconstruction Costs (''000 US$)'|'Reconstruction Costs, Adjusted (''000 US$)'|'Insured Damages (''000 US$)'|'Insured Damages, Adjusted (''000 US$)'|'Total Damages (''000 US$)'|'Total Damages, Adjusted (''000 US$)'|CPI|Adm Level|Admin1 Code|Admin2 Code|Geo Locations
1990-0721-FRA|1990|0721||Natural|Meteorological|Storm|||Ottilie and Polly|France|FRA|Western Europe|Europe||||||No|No|||Kph|||||1990|2|13|1990|2|15||||||||30000|67195|60000|134391|44,6458774383636||||
1990-0722-FRA|1990|0722||Natural|Meteorological|Storm|||Vivian|France|FRA|Western Europe|Europe||||||No|No|||Kph|||||1990|2|25|1990|2|27|10|||||||100000|223985|200000|447970|44,6458774383636||||
1990-0723-FRA|1990|0723||Natural|Meteorological|Storm|||Wiebke|France|FRA|Western Europe|Europe||||||No|No|||Kph|||||1990|2|28|1990|3|1|10|||||||120000|268782|230000|515165|44,6458774383636||||
1990-0193-GBR|1990|0193||Natural|Geophysical|Earthquake|Ground movement|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Wrexham-Welshpool-Shrewsbury area|||||No|No||5|Richter|52.314 N|2.985 W|||1990|4|2|1990|4|2||||||||||||44,6458774383636||||
1990-0606-GBR|1990|0606||Technological|Technological|Miscellaneous accident|Fire||Hospital|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|London||||||||||||||1990|10|22|1990|10|22||||||||||1000|2240|44,6458774383636||||
1990-0152-GBR|1990|0152||Natural|Meteorological|Storm||||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||||||Kph|||||1990|12|9|1990|12|9||||||||||||44,6458774383636||||
1990-0717-GBR|1990|0717||Natural|Meteorological|Storm|||Daria|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||No|No|||Kph|||||1990|1|25|1990|1|26|47|||||||3050000|6831538|3400000|7615485|44,6458774383636||||
1990-0718-GBR|1990|0718||Natural|Meteorological|Storm|||Herta|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||No|No|||Kph|||||1990|2|3|1990|2|4||||||||||10000|22398|44,6458774383636||||
1990-0719-GBR|1990|0719||Natural|Meteorological|Storm|||Judith|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||No|No|||Kph|||||1990|2|7|1990|2|8||||||||30000|67195|60000|134391|44,6458774383636||||
1990-0720-GBR|1990|0720||Natural|Meteorological|Storm|||Nana|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||No|No|||Kph|||||1990|2|11|1990|2|12||||||||30000|67195|70000|156789|44,6458774383636||||
1990-0722-GBR|1990|0722||Natural|Meteorological|Storm|||Vivian|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||No|No|||Kph|||||1990|2|25|1990|2|27|18|||||||800000|1791879|900000|2015864|44,6458774383636||||
1990-0723-GBR|1990|0723||Natural|Meteorological|Storm|||Wiebke|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||No|No|||Kph|||||1990|2|28|1990|3|1|18|||||||320000|716752|350000|783947|44,6458774383636||||
1990-0169-GRC|1990|0169||Natural|Geophysical|Earthquake|Ground movement|||Greece|GRC|Southern Europe|Europe|Goumenisa (50km north Thessaloniki)|||||No|No||6|Richter|40.9 N|22.5 E|||1990|12|21|1990|12|21|1|60|||60|||||||44,6458774383636||||
1990-0217-GRC|1990|0217||Natural|Geophysical|Earthquake|Ground movement|||Greece|GRC|Southern Europe|Europe|Kanalaki|||||No|No||5|Richter|38.00 N|23.44 E|||1990|6|16|1990|6|16||1|||1|||||||44,6458774383636||||
1990-0723-GRC|1990|0723||Natural|Meteorological|Storm|||Wiebke|Greece|GRC|Southern Europe|Europe||||||No|No|||Kph|||||1990|2|28|1990|3|1|3|||||||||||44,6458774383636||||
1990-0717-IRL|1990|0717||Natural|Meteorological|Storm|||Daria|Ireland|IRL|Northern Europe|Europe||||||No|No|||Kph|||||1990|1|24|1990|1|26||||||||||30000|67195|44,6458774383636||||
1990-0720-IRL|1990|0720||Natural|Meteorological|Storm|||Nana|Ireland|IRL|Northern Europe|Europe||||||No|No|||Kph|||||1990|2|11|1990|2|12|1|||||||30000|67195|60000|134391|44,6458774383636||||
1990-0722-IRL|1990|0722||Natural|Meteorological|Storm|||Vivian|Ireland|IRL|Northern Europe|Europe||||||No|No|||Kph|||||1990|2|25|1990|2|27|1|||||||||20000|44797|44,6458774383636||||
1990-0105-ITA|1990|0105||Natural|Geophysical|Earthquake|Ground movement|||Italy|ITA|Southern Europe|Europe|Potenza area|||||No|No||5|Richter|40.38 N|15.48 E|||1990|5|6|1990|5|6|2|16|||16|||||||44,6458774383636||||
1990-0250-ITA|1990|0250||Natural|Geophysical|Earthquake|Ground movement|||Italy|ITA|Southern Europe|Europe|Carlentini (Sicily)|||||No|No||5|Richter|37.300 N|15.438 E|||1990|12|13|1990|12|13|19|200||2500|2700|||||500000|1119924|44,6458774383636||||
1990-0344-ITA|1990|0344||Natural|Climatological|Wildfire|Forest fire|||Italy|ITA|Southern Europe|Europe|Peimont, Lombardie|Drought period||||No|No|||Km2|||||1990|3||1990|7|||||||||||880000|1971067|44,6458774383636||||
1990-0391-ITA|1990|0391||Natural|Climatological|Wildfire|Forest fire|||Italy|ITA|Southern Europe|Europe||||||||||Km2|||||1990|4||1990|7|||||||||||705000|1579093|44,6458774383636||||
1990-0157-ITA|1990|0157||Technological|Technological|Transport accident|Air|||Italy|ITA|Southern Europe|Europe|Casalecchio di Reno (Bologna)||||||||||||||1990|12|7|1990|12|7|12|70|200||270|||||||44,6458774383636||||
1990-0547-ITA|1990|0547||Technological|Technological|Transport accident|Road|||Italy|ITA|Southern Europe|Europe|Ovada||||||||||||||1990|10|3|1990|10|3|25|||||||||||44,6458774383636||||
1990-0074-ITA|1990|0074||Technological|Technological|Transport accident|Water||Ferry "Trapani Express"|Italy|ITA|Southern Europe|Europe|Sicily west coast||||||||||||||1990|4|30|1990|4|30|13|||||||||||44,6458774383636||||
1990-0723-ITA|1990|0723||Natural|Meteorological|Storm|||Wiebke|Italy|ITA|Southern Europe|Europe||||||No|No|||Kph|||||1990|2|28|1990|3|1|6|||||||||20000|44797|44,6458774383636||||
1990-0717-LUX|1990|0717||Natural|Meteorological|Storm|||Daria|Luxembourg|LUX|Western Europe|Europe||||||No|No|||Kph|||||1990|1|25|1990|1|26||||||||60000|134391|90000|201586|44,6458774383636||||
1990-0718-LUX|1990|0718||Natural|Meteorological|Storm|||Herta|Luxembourg|LUX|Western Europe|Europe||||||No|No|||Kph|||||1990|2|3|1990|2|4||||||||60000|134391|90000|201586|44,6458774383636||||
1990-0719-LUX|1990|0719||Natural|Meteorological|Storm|||Judith|Luxembourg|LUX|Western Europe|Europe||||||No|No|||Kph|||||1990|2|7|1990|2|8||||||||||5000|11199|44,6458774383636||||
1990-0721-LUX|1990|0721||Natural|Meteorological|Storm|||Ottilie and Polly|Luxembourg|LUX|Western Europe|Europe||||||No|No|||Kph|||||1990|2|13|1990|2|15||||||||||5000|11199|44,6458774383636||||
1990-0722-LUX|1990|0722||Natural|Meteorological|Storm|||Vivian|Luxembourg|LUX|Western Europe|Europe||||||No|No|||Kph|||||1990|2|25|1990|2|27||||||||60000|134391|90000|201586|44,6458774383636||||
1990-0723-LUX|1990|0723||Natural|Meteorological|Storm|||Wiebke|Luxembourg|LUX|Western Europe|Europe||||||No|No|||Kph|||||1990|2|28|1990|3|1||||||||60000|134391|90000|201586|44,6458774383636||||
1990-0450-NLD|1990|0450||Technological|Technological|Industrial accident|Explosion||Factory|Netherlands (the)|NLD|Western Europe|Europe|Etten-Leur|||||||||m3|||||1990|8|23|1990|8|23||||||||||28300|63388|44,6458774383636||||
1990-0429-NLD|1990|0429||Technological|Technological|Industrial accident|Fire||Paper factory|Netherlands (the)|NLD|Western Europe|Europe|Hoogerheide|||||||||m3|||||1990|2|25|1990|2|25||||||||||33800|75707|44,6458774383636||||
1990-0717-NLD|1990|0717||Natural|Meteorological|Storm|||Daria|Netherlands (the)|NLD|Western Europe|Europe||||||No|No|||Kph|||||1990|1|25|1990|1|26|20|||||||800000|1791879|1200000|2687818|44,6458774383636||||
1990-0718-NLD|1990|0718||Natural|Meteorological|Storm|||Herta|Netherlands (the)|NLD|Western Europe|Europe||||||No|No|||Kph|||||1990|2|3|1990|2|4||||||||120000|268782|180000|403173|44,6458774383636||||
1990-0719-NLD|1990|0719||Natural|Meteorological|Storm|||Judith|Netherlands (the)|NLD|Western Europe|Europe||||||No|No|||Kph|||||1990|2|7|1990|2|8||||||||30000|67195|70000|156789|44,6458774383636||||
1990-0721-NLD|1990|0721||Natural|Meteorological|Storm|||Ottilie and Polly|Netherlands (the)|NLD|Western Europe|Europe||||||No|No|||Kph|||||1990|2|13|1990|2|15||||||||30000|67195|60000|134391|44,6458774383636||||
1990-0722-NLD|1990|0722||Natural|Meteorological|Storm|||Vivian|Netherlands (the)|NLD|Western Europe|Europe||||||No|No|||Kph|||||1990|2|25|1990|2|27||||||||100000|223985|180000|403173|44,6458774383636||||
1990-0723-NLD|1990|0723||Natural|Meteorological|Storm|||Wiebke|Netherlands (the)|NLD|Western Europe|Europe||||||No|No|||Kph|||||1990|2|28|1990|3|1||||||||30000|67195|60000|134391|44,6458774383636||||
1990-0631-NOR|1990|0631||Technological|Technological|Transport accident|Water|| Ferry-boat "Scandinavian Star"|Norway|NOR|Northern Europe|Europe|Skagerrak (North Sea)|||||No|No||||||||1990|4|6|1990|4|6|160|||||||||||44,6458774383636||||
1990-0717-NOR|1990|0717||Natural|Meteorological|Storm|||Daria|Norway|NOR|Northern Europe|Europe||||||No|No|||Kph|||||1990|1|25|1990|1|26||||||||||10000|22398|44,6458774383636||||
1990-0722-NOR|1990|0722||Natural|Meteorological|Storm|||Vivian|Norway|NOR|Northern Europe|Europe||||||No|No|||Kph|||||1990|2|25|1990|2|27||||||||60000|134391|120000|268782|44,6458774383636||||
1990-0693-POL|1990|0693||Technological|Technological|Transport accident|Rail|||Poland|POL|Eastern Europe|Europe|Near Varsovie||||||||||||||1990|8|20|1990|8|20|16|39|||39|||||||44,6458774383636||||
1990-0717-POL|1990|0717||Natural|Meteorological|Storm|||Daria|Poland|POL|Eastern Europe|Europe||||||No|No|||Kph|||||1990|1|24|1990|1|26||||||||||50000|111992|44,6458774383636||||
1990-0700-PRT|1990|0700||Technological|Technological|Transport accident|Road|||Portugal|PRT|Southern Europe|Europe|Near Viseu||||||||||||||1990|8|16|1990|8|16|15|37|||37|||||||44,6458774383636||||
1990-0020-ROU|1990|0020||Natural|Geophysical|Earthquake|Ground movement|||Romania|ROU|Eastern Europe|Europe|Bucharest-Braila-Brasov Area||||||||7|Richter|45.841|26.668|||1990|5|30|1990|5|30|9|700|||700|||23700|53084|||44,6458774383636||||
1991-0774-ROU|1991|0774||Natural|Geophysical|Earthquake|Ground movement|||Romania|ROU|Eastern Europe|Europe|Orosova area||Slide (land, mud, snow, rock)|||No|No||6|Richter|44.888 N|22.407 E|||1991|7|18|1991|7|18|||1845||1845|||||||46,5366206057622||||
1991-0172-ROU|1991|0172||Natural|Hydrological|Flood|Riverine flood|||Romania|ROU|Eastern Europe|Europe|Bacau, Suceava, Neamt, Onesti|Heavy rain|Broken Dam/Burst bank||Yes|Yes|No||40940|Km2|||||1991|7|29|1991|7|30|108||7000|8000|15000|||||50000|107442|46,5366206057622||||
1991-9316-FRA|1991|9316||Natural|Climatological|Drought|Drought|||France|FRA|Western Europe|Europe|Limousin, Poitou-Charente, Aquitaine, Midi Pyrenees, Normandie||Wildfire|||||||Km2|||||1991|7||1991||||||||||||||46,5366206057622||||
1991-0295-ESP|1991|0295||Natural|Climatological|Wildfire|Land fire (Brush, Bush, Pasture)|||Spain|ESP|Southern Europe|Europe|Valence||||||||200|Km2|||||1991|8|6|1991|8|6||||||||||||46,5366206057622||||
1991-0400-ESP|1991|0400||Technological|Technological|Transport accident|Road|||Spain|ESP|Southern Europe|Europe|Near Bilbao||||||||||||||1991|12|6|1991|12|6|17|50|||50|||||||46,5366206057622||||
1991-0020-FRA|1991|0020||Natural|Meteorological|Extreme temperature |Cold wave|||France|FRA|Western Europe|Europe||||||||||°C|||||1991|2||1991|2||20|||||||||||46,5366206057622||||
1991-0497-FRA|1991|0497||Natural|Meteorological|Extreme temperature |Cold wave|||France|FRA|Western Europe|Europe|Champagne, Cognac, Provence, Touraine, Bordeaux|||||No|No|||°C|||||1991|4|20|1991|4|21||||||||||772000|1658909|46,5366206057622||||
1991-0105-FRA|1991|0105||Technological|Technological|Transport accident|Air||Mirage and helicoper|France|FRA|Western Europe|Europe|Massif central region||||||||||||||1991|4|9|1991|4|9|10|||||||||||46,5366206057622||||
1991-0396-FRA|1991|0396||Technological|Technological|Transport accident|Rail|||France|FRA|Western Europe|Europe|Melun||||||||||||||1991|10|17|1991|10|17|24|62|||62|||||||46,5366206057622||||
1991-0254-FRA|1991|0254||Technological|Technological|Industrial accident|Fire||Oil depot|France|FRA|Western Europe|Europe|Saint Ouen|||||||||m3|||||1991|6|15|1991|6|15||7|2500||2507|||||||46,5366206057622||||
1991-0248-FRA|1991|0248||Technological|Technological|Miscellaneous accident|Fire||Thermal building|France|FRA|Western Europe|Europe|Bartoban-lesThermes||||||||||||||1991|6|28|1991|6|28|20|1|||1|||||||46,5366206057622||||
1991-0483-GBR|1991|0483||Natural|Meteorological|Extreme temperature |Cold wave|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||||||°C|||||1991|2|14|1991|2|14||||||||200000|429769|||46,5366206057622||||
1991-0453-GBR|1991|0453||Technological|Technological|Transport accident|Road|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Bicester||||||||||||||1991|3|14|1991|3|14|12|25|||25|||||||46,5366206057622||||
1991-0003-GBR|1991|0003||Technological|Technological|Transport accident|Rail|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|||||||||||||||1991|1|8|1991|1|8|1|248|||248|||||||46,5366206057622||||
1991-0471-GBR|1991|0471||Technological|Technological|Transport accident|Rail|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Between Portsmouth and Cardiff||||||||||||||1991|12|7|1991|12|7||100|||100|||||||46,5366206057622||||
1991-0309-GBR|1991|0309||Technological|Technological|Industrial accident|Fire|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||||||m3|||||1991|8|2|1991|8|2||||1400|1400|||||||46,5366206057622||||
1991-0004-GBR|1991|0004||Natural|Meteorological|Storm|||Undine|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Wales|||||No|No|||Kph|||||1991|1|5|1991|1|6|48|||||||480000|1031446|900000|1933961|46,5366206057622||||
1991-0034-GRC|1991|0034||Natural|Meteorological|Extreme temperature |Cold wave|||Greece|GRC|Southern Europe|Europe|||||||||-20|°C|||||1991|2|5|1991|2|5|5|||||||||||46,5366206057622||||
1991-0037-GRC|1991|0037||Technological|Technological|Transport accident|Air||Herkules C-130|Greece|GRC|Southern Europe|Europe|Evia Isl.||||||||||||||1991|2|5|1991|2|5|66|||||||||||46,5366206057622||||
1991-0270-GRC|1991|0270||Technological|Technological|Industrial accident|Gas leak|||Greece|GRC|Southern Europe|Europe|Athens|||||||||m3|||||1991|6|19|1991|6|19|||200||200|||||||46,5366206057622||||
1991-0005-IRL|1991|0005||Natural|Meteorological|Storm|||Undine|Ireland|IRL|Northern Europe|Europe||||||No|No||160|Kph|||||1991|1|5|1991|1|7||||||||||4000|8595|46,5366206057622||||
1991-0759-ITA|1991|0759||Natural|Geophysical|Volcanic activity|Ash fall||Mt. Etna|Italy|ITA|Southern Europe|Europe|Zafferana||||||||||37.734|15.004|||1991|12|15|1991|12|15|||7000||7000|||||||46,5366206057622||||
1991-0102-ITA|1991|0102||Technological|Technological|Transport accident|Water||Ferry "Moby Prince" of Navarma and Oil Tanker "AGAP Abruzzo"|Italy|ITA|Southern Europe|Europe|Ligurienne sea (Livorna)|||||No|No||||||||1991|4|11|1991|4|11|140|||||||||||46,5366206057622||||
1991-0609-MLT|1991|0609||Technological|Technological|Transport accident|Water||Vraquier "Continental Lotus"|Malta|MLT|Southern Europe|Europe|'Atlantique, à l''Ouest de Malte'||||||||||||||1991|1|21|1991|1|21|12|||||||||||46,5366206057622||||
1991-0603-NLD|1991|0603||Technological|Technological|Industrial accident|Explosion||Petrochimical factory|Netherlands (the)|NLD|Western Europe|Europe|Rotterdam|||||||||m3|||||1991|12|13|1991|12|13|6|||||||||38000|81656|46,5366206057622||||
1991-0002-POL|1991|0002||Technological|Technological|Transport accident|Water||Helicopter|Poland|POL|Eastern Europe|Europe|Bieszczady Mountains (Southeast)||||||||||||||1991|1|10|1991|1|10|10|||||||||||46,5366206057622||||
1991-0723-PRT|1991|0723||Natural|Climatological|Wildfire|Forest fire|||Portugal|PRT|Southern Europe|Europe||||||No|No||1824|Km2|||||1991|||1991||||||||||||||46,5366206057622||||
1991-0628-PRT|1991|0628||Technological|Technological|Transport accident|Water||Chalutier "Bolama"|Portugal|PRT|Southern Europe|Europe|Near Lisbon||||||||||||||1991|12|4|1991|12|4|26|||||||||||46,5366206057622||||
1991-0399-ROU|1991|0399||Natural|Geophysical|Earthquake|Ground movement|||Romania|ROU|Eastern Europe|Europe|Vouteg (Timis province)|||||No|No||6|Richter|45.5 N|21.3 E|||1991|12|2|1991|12|2||5||4000|4005|||||||46,5366206057622||||
1991-0408-RUS|1991|0408||Technological|Technological|Transport accident|Air||Antonov An-24|Russian Federation (the)|RUS|Eastern Europe|Europe|Bugulma Airpor (Tartastan republic)||||||||||||||1991|11|26|1991|11|26|37|||||||||||46,5366206057622||||
1991-0409-RUS|1991|0409||Technological|Technological|Transport accident|Air||Helicopter Mi8|Russian Federation (the)|RUS|Eastern Europe|Europe|Haut-Karabakh||||||||||||||1991|11|20|1991|11|20|36|46|||46|||||||46,5366206057622||||
1991-0410-RUS|1991|0410||Technological|Technological|Transport accident|Air||Yakolev-40|Russian Federation (the)|RUS|Eastern Europe|Europe|Near Makhachkala (Daghestan)||||||||||||||1991|11|8|1991|11|8|34|||||||||||46,5366206057622||||
1992-0451-ESP|1992|0451||Technological|Technological|Transport accident|Road|||Spain|ESP|Southern Europe|Europe|Near Castellon de la Plana|||||No|No||||||||1992|8|19|1992|8|19|46|11|||11|||||||47,9461296367986||||
1992-0544-ESP|1992|0544||Technological|Technological|Transport accident|Road|||Spain|ESP|Southern Europe|Europe|Vitoria||||||||||||||1992|5|8|1992|5|8|17|31|||31|||||||47,9461296367986||||
1992-0541-ESP|1992|0541||Technological|Technological|Industrial accident|Chemical spill|||Spain|ESP|Southern Europe|Europe|Galicia|||||||||m3|||||1992|12|3|1992|12|3||||||||||||47,9461296367986||||
1992-0251-FRA|1992|0251||Natural|Meteorological|Storm|Convective storm|Severe storm||France|FRA|Western Europe|Europe|Vaucluse, Drome, Ardeche|Brief torrential rains||||No|No|||Kph|||||1992|9|22|1992|9|22|47||2000||2000|||178300|371876|400000|834270|47,9461296367986||||
1992-0371-FRA|1992|0371||Natural|Hydrological|Flood|Riverine flood|||France|FRA|Western Europe|Europe|Aude, Pyrennes-Orientales|Heavy rain||||No|No|||Km2|||||1992|9|27|1992|9|27|3|||||||||||47,9461296367986||||
1992-0359-FRA|1992|0359||Natural|Biological|Epidemic|Bacterial disease||Listeria|France|FRA|Western Europe|Europe||||||||||Vaccinated|||||1992|4||1992|4||20|||||||||||47,9461296367986||||
1992-0021-FRA|1992|0021||Technological|Technological|Transport accident|Air||Airbus A320|France|FRA|Western Europe|Europe|Mt. Saint Odile (near Strasbourg)||||||||||||||1992|1|20|1992|1|20|87|||||||||||47,9461296367986||||
1992-0130-FRA|1992|0130||Technological|Technological|Miscellaneous accident|Collapse||Furiani Stadium|France|FRA|Western Europe|Europe|Bastia (Corsica)|||||No|No||||||||1992|5|5|1992|5|5|16|625|||625|||||||47,9461296367986||||
1992-0171-FRA|1992|0171||Natural|Meteorological|Storm||||France|FRA|Western Europe|Europe|South|||||||||Kph|||||1992|1|22|1992|1|22|1|||||||74200|154757|||47,9461296367986||||
1992-0118-GBR|1992|0118||Technological|Technological|Transport accident|Air||Helicopter|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|North Sea (Near Lerwick, Shetlands Isl.)||||||||||||||1992|3|15|1992|3|15|11|||||||||||47,9461296367986||||
1992-0125-HRV|1992|0125||Technological|Technological|Transport accident|Water||Ferry|Croatia|HRV|Southern Europe|Europe|Dubrovnik||||||||||||||1992|5|6|1992|5|6|61|25|||25|||||||47,9461296367986||||
1992-0545-HUN|1992|0545||Technological|Technological|Transport accident|Road|||Hungary|HUN|Eastern Europe|Europe|Agard||||||||||||||1992|9|26|1992|9|26|16|||||||||||47,9461296367986||||
1992-9195-HUN|1992|9195||Natural|Climatological|Drought|Drought|||Hungary|HUN|Eastern Europe|Europe|Entire country|||||No|No|||Km2|||||1992|5||1992|8|||||||||||384000|800899|47,9461296367986||||
1992-0266-ITA|1992|0266||Natural|Hydrological|Flood|Riverine flood|||Italy|ITA|Southern Europe|Europe|Genoa|Heavy rain||||No|No|||Km2|||||1992|9|28|1992|9|28|2|||||||||10000|20857|47,9461296367986||||
1992-0376-ITA|1992|0376||Natural|Hydrological|Flood|Riverine flood|||Italy|ITA|Southern Europe|Europe|Toscane|Heavy rain||||No|No|||Km2|||||1992|10|31|1992|10|31|||1000||1000|||||687300|1433484|47,9461296367986||||
1992-0005-ITA|1992|0005||Technological|Technological|Transport accident|Road|||Italy|ITA|Southern Europe|Europe|North||||||||||||||1992|1|3|1992|1|3|7|100|||100|||||||47,9461296367986||||
1992-0378-ITA|1992|0378||Technological|Technological|Transport accident|Rail|||Italy|ITA|Southern Europe|Europe|||||||||||||||1992|1|27|1992|1|27|5|100|||100|||||||47,9461296367986||||
1992-9205-LTU|1992|9205||Natural|Climatological|Drought|Drought|||Lithuania|LTU|Northern Europe|Europe||||||||||Km2|||||1992|6||1992|7|||||||||||52900|110332|47,9461296367986||||
1992-0093-NLD|1992|0093||Natural|Geophysical|Earthquake|Ground movement|||Netherlands (the)|NLD|Western Europe|Europe|Roermond|||||No|No||6|Richter|51.153 N|5.798 E|||1992|4|13|1992|4|13||20|||20|||||||47,9461296367986||||
1992-0555-NLD|1992|0555||Natural|Hydrological|Flood|Riverine flood|||Netherlands (the)|NLD|Western Europe|Europe|Groningen|||||No|No|||Km2|||||1992|8|12|1992|8|12||||||||8300|17311|27600|57565|47,9461296367986||||
1992-0340-NLD|1992|0340||Technological|Technological|Transport accident|Air||Boeing 747|Netherlands (the)|NLD|Western Europe|Europe|Amsterdam||||||||||||||1992|10|4|1992|10|4|74|36|||36|||||||47,9461296367986||||
1992-0339-NLD|1992|0339||Technological|Technological|Miscellaneous accident|Collapse||Barrage|Netherlands (the)|NLD|Western Europe|Europe|Groningen||||||||||||||1992|8|12|1992|8|12||||||||||27600|57565|47,9461296367986||||
1992-0111-NOR|1992|0111||Natural|Meteorological|Storm||||Norway|NOR|Northern Europe|Europe|Western area|||||||||Kph|||||1992|1|1|1992|1|1||||||||134200|279897|||47,9461296367986||||
1992-0218-POL|1992|0218||Natural|Climatological|Wildfire|Forest fire|||Poland|POL|Eastern Europe|Europe|Gdansk, Szczecin, Bydgoszcz, Katowice, Liegnit|||||No|No|||Km2|||||1992|7|1|1992|8|18|35|||||||||||47,9461296367986||||
1992-0421-PRT|1992|0421||Technological|Technological|Transport accident|Air||Douglas Dc-10-30|Portugal|PRT|Southern Europe|Europe|faro||||||||||||||1992|12|21|1992|12|21|56|90|||90|||||||47,9461296367986||||
1992-0282-RUS|1992|0282||Natural|Hydrological|Flood|Riverine flood|||Russian Federation (the)|RUS|Eastern Europe|Europe|Altajskij Kraj (Siberia)|||||||||Km2|||||1992|11||1992|11|||||||||||48100|100321|47,9461296367986||||
1992-0475-RUS|1992|0475||Natural|Hydrological|Landslide|Avalanche|||Russian Federation (the)|RUS|Eastern Europe|Europe|Dagestan||||||||||||||1992|11|26|1992|11|26|||1750||1750|||||2600|5423|47,9461296367986||||
1992-0281-RUS|1992|0281||Natural|Climatological|Wildfire|Forest fire|||Russian Federation (the)|RUS|Eastern Europe|Europe||||||||||Km2|||||1992|7|7|1992|7|7|31|||||||||||47,9461296367986||||
1992-0265-RUS|1992|0265||Technological|Technological|Transport accident|Air||Jet|Russian Federation (the)|RUS|Eastern Europe|Europe| Ivanovo||||||||||||||1992|8|27|1992|8|27|82|||||||||||47,9461296367986||||
1992-0283-RUS|1992|0283||Technological|Technological|Transport accident|Air||Helicopter|Russian Federation (the)|RUS|Eastern Europe|Europe|Anapa||||||||||||||1992|11|5|1992|11|5|31|||||||||||47,9461296367986||||
1992-0284-RUS|1992|0284||Technological|Technological|Transport accident|Air||Antonov|Russian Federation (the)|RUS|Eastern Europe|Europe|Near Twer||||||||||||||1992|11|5|1992|11|5|29|||||||||||47,9461296367986||||
1993-0039-RUS|1993|0039||Natural|Hydrological|Flood|Riverine flood|||Russian Federation (the)|RUS|Eastern Europe|Europe|Districts of Serov and Krasnotyurinsk (Urals/Sverdlovsk Region)|Heavy rain and Snowmelt|Broken Dam/Burst bank|||No|No||23270|Km2||||Kavka River|1993|6|13|1993|6|17|125|453|6500||6953|||||34000|68880|49,3613321649381||||
1993-0065-FRA|1993|0065||Natural|Meteorological|Storm|Convective storm|Hail||France|FRA|Western Europe|Europe|South West - Saonne et Loire||Hail|||No|No|||Kph|||||1993|7|5|1993|7|6|2|18|1500||1518|||40000|81035|50000|101294|49,3613321649381||||
1993-0211-FRA|1993|0211||Natural|Meteorological|Storm||||France|FRA|Western Europe|Europe|Alps, Vaucluse, Drome||Flood|||No|No|||Kph|||||1993|9|22|1993|9|25|10|2|200||202|||340000|688798|500000|1012939|49,3613321649381||||
1993-0212-ITA|1993|0212||Natural|Meteorological|Storm||||Italy|ITA|Southern Europe|Europe|Lombardi region||Flood|||No|No|||Kph|||||1993|9|22|1993|9|25|8||1000||1000|||||625000|1266173|49,3613321649381||||
1993-9509-MKD|1993|9509||Natural|Climatological|Drought|Drought|||Macedonia (the former Yugoslav Republic of)|MKD|Southern Europe|Europe|||Food shortage||Yes|||||Km2|||||1993|12||1993|||||10000||10000|||||||49,3613321649381||||
1993-0385-ESP|1993|0385||Technological|Technological|Transport accident|Water|||Spain|ESP|Southern Europe|Europe|Biscaye Gulf||||||||||||||1993|4|12|1993|4|12|40|||||||||||49,3613321649381||||
